hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,score_1,score_2,score_3,score_4,score_5,score_6,score_7,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,trans_7,zscore_1,zscore_2,zscore_3,zscore_4,zscore_5,zscore_6,zscore_7,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
825e82f32cf76c5b65837d8c59295a34,DANI SPEEGLE,US,29,14.0,44.0,3.0,5.0,35.0,13.0,13.0,29:31.90,14 rep,12:43.22,205.0 lb,04:01.04,12:43.82,04:39.66,-1771.9,14.0,-763.22,205.0,-241.04,-763.82,-279.66,0.6693164367351281,-0.6892526597165,0.44101582764019787,1.7330794024737022,-0.24133376698073078,0.3721101355493806,0.9567018908319774,1.0,0.9529204024842298,1.416011440560395
516eafb913c20cb7ad47a2d5e47adc02,KLOIE WILSON,US,25,12.0,36.0,12.0,7.0,13.0,17.0,24.0,29:22.08,21 rep,13:56.22,200.0 lb,03:36.71,13:33.88,04:56.16,-1762.08,21.0,-836.22,200.0,-216.71,-813.88,-296.16,0.67085516170192,-0.2100804339546867,0.43286046895242847,1.4169831592552284,0.9080274612919269,0.3620557418974411,0.37719451091793066,1.0,0.9529204024842298,1.5183341267788282
8a65169891c4fc6241ebf6331cf94bf0,LAUREN FISHER,US,29,32.0,6.0,31.0,22.0,7.0,14.0,20.0,CAP+14,43 rep,16:57.86,180.0 lb,03:30.77,13:06.07,04:48.13,-6852.14731092437,43.0,-1017.86,180.0,-210.77,-786.07,-288.13,-0.12672260346823955,1.2958894184395835,0.4125681490613814,0.1525981863813328,1.188635997910899,0.36764129298534437,0.6592214358094345,1.0,0.9529204024842298,1.5171820992156206
3369000f3620f9c8e5be3802cd64e740,EMILY WHITE,US,29,5.0,43.0,37.0,6.0,1.0,44.0,19.0,28:05.38,15 rep,CAP+5,200.0 lb,03:17.45,CAP+73,04:47.61,-1685.38,15.0,-15410.080000000002,200.0,-197.45,-1267.1232169686257,-287.61,0.6828735125117921,-0.6207994846076695,-1.195290979887777,1.4169831592552284,1.8178793830564737,0.27102326639856,0.6774846986915735,1.0,0.9529204024842298,1.388656624686827
b192fb2b5981cd731c2408977491f6ab,SYDNEY MICHALYSHEN,CA,23,18.0,16.0,7.0,20.0,37.0,19.0,18.0,CAP+3,35 rep,13:30.76,185.0 lb,04:02.64,13:37.31,04:47.06,-31976.687450980393,35.0,-810.76,185.0,-242.64,-817.31,-287.06,-4.063561421459186,0.7482640175689398,0.4357047899413409,0.4686944295998067,-0.3169185579892078,0.3613668371785807,0.6968016113553754,1.0,0.9529204024842298,0.7143992176550369
800e7ea66674c86748211fb00fa162c1,HANNAH BLACK,US,26,3.0,40.0,6.0,1.0,31.0,46.0,32.0,27:25.02,17 rep,13:21.89,215.0 lb,03:57.64,CAP+74,05:06.83,-1645.02,17.0,-801.89,215.0,-237.64,-1249.9999302528336,-306.83,0.689197640786713,-0.4838931343900086,0.4366957218805261,2.36527188891065,-0.08071608608771619,0.27446242471369386,0.0024464052401818657,1.0,0.9529204024842298,1.410558239777664
f34b6f5611b9d89f4bf2570e5792fa37,STACY LERUM,US,29,1.0,40.0,9.0,23.0,15.0,46.0,17.0,26:51.26,17 rep,13:44.35,180.0 lb,03:38.63,CAP+74,04:46.76,-1611.26,17.0,-824.35,180.0,-218.63,-1249.9999302528336,-286.76,0.6944875954586984,-0.4838931343900086,0.43418655261850825,0.1525981863813328,0.8173257120817546,0.27446242471369386,0.7073381091719948,1.0,0.9529204024842298,1.3238497519179404
2ba0f1d1344ef17e2381b0ee011bfddc,HATTIE KANYO,CA,31,28.0,17.0,27.0,13.0,8.0,20.0,25.0,CAP+10,33 rep,16:40.41,190.0 lb,03:31.11,13:47.46,04:56.22,-9593.006235294117,33.0,-1000.41,190.0,-211.11,-827.46,-296.22,-0.5561959290672517,0.6113576673512789,0.41451761493948525,0.7847906728182805,1.1725742298215973,0.3593282415819529,0.37508721135460676,1.0,0.9529204024842298,1.4045575037413656
31b48ef98f90ccf444b96319cf3da04f,KARISA STAPP,US,26,4.0,58.0,13.0,25.0,12.0,28.0,16.0,27:53.94,0 rep,14:17.06,175.0 lb,03:36.19,15:17.47,04:46.74,-1673.94,0.0,-857.06,175.0,-216.19,-917.47,-286.74,0.6846660800902136,-1.6475971112401264,0.4305322816229338,-0.1634980568371411,0.9325925183696825,0.34125001600042926,0.7080405423597688,1.0,0.9529204024842298,1.1366327268221956
5a9f4fb93c8bd84fad04529eaafa2318,ELLIA MILLER,US,31,41.0,12.0,21.0,19.0,28.0,24.0,7.0,CAP+22,39 rep,15:48.29,185.0 lb,03:56.27,14:20.64,04:32.78,-4360.457379679145,39.0,-948.29,185.0,-236.27,-860.64,-272.78,0.2637076925308625,1.0220767180042618,0.42034031760806795,0.4686944295998067,-0.0159966087867086,0.3526641428729767,1.1983389074264423,1.0,0.9529204024842298,1.4828954880921883
8d8fa1cec6768344dd5dc6ae9969618e,REBECCA FUSELIER,US,23,59.0,4.0,33.0,33.0,32.0,3.0,12.0,CAP+44,46 rep,CAP+2,175.0 lb,03:58.09,11:23.96,04:39.20,-2180.2286898395723,46.0,-38525.200000000004,175.0,-238.09,-683.96,-279.2,0.6053342015300769,1.501248943766075,-3.77764844168,-0.1634980568371411,-0.10197430855885124,0.38814976553427655,0.9728578541507945,1.0,0.9529204024842298,0.8707018250421199
211aab80eb41ed66279434582185898d,ZOE WARREN,US,24,46.0,9.0,4.0,27.0,16.0,52.0,40.0,CAP+24,43 rep,12:53.03,175.0 lb,03:39.05,CAP+74,05:22.48,-3997.085931372549,43.0,-773.03,175.0,-219.05,-1249.9999302528336,-322.48,0.3206454440307316,1.2958894184395835,0.43991988149325245,-0.1634980568371411,0.7974847044420286,0.27446242471369386,-0.5472075641934455,1.0,0.9529204024842298,1.2983055813540445
6b8bdc3b55af0e0a1e20145a3e56ca73,ADISON BALDERSTON,US,24,34.0,7.0,35.0,30.0,21.0,15.0,39.0,CAP+15,43 rep,CAP+2,175.0 lb,03:45.63,13:21.55,05:17.96,-6395.337490196078,43.0,-38525.200000000004,175.0,-225.63,-801.55,-317.96,-0.05514371586840408,1.2958894184395835,-3.77764844168,-0.1634980568371411,0.4866422514196663,0.36453218364191603,-0.3884576637563841,1.0,0.9529204024842298,0.633251256106978
6a20fc20f3352779d6c979b34564df6a,CHYNA CHO,US,36,9.0,25.0,41.0,35.0,39.0,31.0,8.0,28:49.36,26 rep,CAP+13,175.0 lb,04:04.93,15:54.38,04:33.20,-1729.36,26.0,-5926.953846153847,175.0,-244.93,-954.38,-273.2,0.675982155684958,0.13218544158946563,-0.13586227761404443,-0.1634980568371411,-0.42509929012009195,0.3338367585155494,1.1835878104831752,1.0,0.9529204024842298,1.1816536227273542
d3c0612541269e206ca17df63094eca7,CHELSEA NICHOLAS,US,35,30.0,13.0,25.0,15.0,18.0,40.0,42.0,CAP+12,37 rep,16:24.77,190.0 lb,03:40.04,CAP+25,05:25.43,-7994.171862745098,37.0,-984.77,190.0,-220.04,-3699.9997935483866,-325.43,-0.30566982246782803,0.8851703677866007,0.4162648726090292,0.7847906728182805,0.7507166150055342,-0.21761234701566012,-0.6508164593901989,1.0,0.9529204024842298,1.190469530962195
2d917309c3fe45eacb9994f5b9842db4,TRISTA SMITH,US,17,35.0,19.0,24.0,40.0,44.0,2.0,31.0,CAP+15,31 rep,16:21.49,170.0 lb,04:12.00,11:23.88,05:04.24,-6395.337490196078,31.0,-981.49,170.0,-252.0,-683.88,-304.24,-0.05514371586840408,0.474451317133618,0.4166313051637674,-0.479594300055615,-0.7590895853888009,0.3881658332828214,0.09341150305699196,1.0,0.9529204024842298,0.964182167816284
c0d909a8084ecd86de46ca3e4cd0d895,ALLISON WEISS,US,24,44.0,14.0,48.0,55.0,23.0,8.0,21.0,CAP+22,36 rep,CAP+25,155.0 lb,03:47.69,12:10.20,04:49.39,-4360.457379679145,36.0,-3082.0160000000005,155.0,-227.69,-730.2,-289.39,0.2637076925308625,0.8167171926777703,0.18196633306807536,-1.4278830297110368,0.38932683299625165,0.37886260687535356,0.6149681449796348,1.0,0.9529204024842298,1.1268726558295028
6574e1c135f7ad951cb405f8c8e677dd,GABRIELLE SPENST,CA,25,24.0,42.0,10.0,28.0,17.0,42.0,36.0,CAP+8,16 rep,13:47.57,175.0 lb,03:39.78,CAP+34,05:16.11,-11991.257794117648,16.0,-827.57,175.0,-219.78,-2720.588083491461,-316.11,-0.9319850889663878,-0.552346309498839,0.433826823098308,-0.1634980568371411,0.7629991435444113,-0.020900583527214932,-0.32348259388723455,1.0,0.9529204024842298,0.8392937359022158
e488c51f11bedb65948449d31c081dc2,MADISON MCELHANEY,US,31,29.0,32.0,43.0,2.0,52.0,23.0,34.0,CAP+11,23 rep,CAP+17,210.0 lb,04:23.93,14:04.04,05:13.14,-8720.91475935829,23.0,-4532.376470588236,210.0,-263.93,-844.04,-313.14,-0.41954532546756623,-0.07317408373702577,0.01993606095562214,2.049175645692176,-1.3226686833457602,0.35599820069603294,-0.2191712655027052,1.0,0.9529204024842298,1.0087133380971975
db6006e38b58a1ac42c6c7cfac0e92e7,MEREDITH SWINDLE,US,31,33.0,37.0,22.0,21.0,38.0,25.0,26.0,CAP+15,20 rep,15:51.22,185.0 lb,04:02.75,14:42.02,04:57.55,-6395.337490196078,20.0,-951.22,185.0,-242.75,-882.02,-297.55,-0.05514371586840408,-0.27853360906351715,0.4200129860881342,0.4686944295998067,-0.3221150123710413,0.3483700370743657,0.32837540436759627,1.0,0.9529204024842298,1.0828719053166498
19c157b538a7308502fdcce41fc758bd,ALISON SCUDDS,US,30,27.0,21.0,56.0,46.0,51.0,22.0,6.0,CAP+8,27 rep,CAP+37,165.0 lb,04:22.65,13:55.89,04:32.13,-11991.257794117648,27.0,-2082.4432432432436,165.0,-262.65,-835.89,-272.13,-0.9319850889663878,0.2006386166982961,0.2936358449293607,-0.795690543274089,-1.262200850538977,0.35763510257903947,1.221167986029116,1.0,0.9529204024842298,0.8219491264065668
0f6ccda5b1fd2edd4aefe5d32af20760,TOYA NELSON,US,30,43.0,18.0,40.0,54.0,6.0,27.0,37.0,CAP+22,31 rep,CAP+7,155.0 lb,03:29.21,15:04.35,05:17.53,-4360.457379679145,31.0,-11007.2,155.0,-209.21,-904.35,-317.53,0.2637076925308625,0.474451317133618,-0.7034133681178297,-1.4278830297110368,1.2623311691441643,0.3438851267617846,-0.3733553502192299,1.0,0.9529204024842298,0.9300237678445631
bd8ad271d3c92af9b05f815243e29d45,FREYA MOOSBRUGGER,CA,21,39.0,54.0,36.0,34.0,33.0,21.0,5.0,CAP+18,3 rep,CAP+3,175.0 lb,03:58.91,13:53.97,04:28.09,-5329.447908496732,3.0,-25683.46666666667,175.0,-238.91,-833.97,-268.09,0.11187368853121167,-1.4422375859136352,-2.3430054073509874,-0.1634980568371411,-0.14071151395069556,0.3580207285441158,1.3630594899595865,1.0,0.9529204024842298,0.6305634514817233
c2cdda49afc2910ed58da556c0aa64c5,RACHEL NOEL,US,23,13.0,27.0,54.0,42.0,9.0,56.0,27.0,29:25.04,25 rep,CAP+37,165.0 lb,03:31.25,CAP+88,04:57.75,-1765.04,25.0,-2082.4432432432436,165.0,-211.25,-1051.1363049853371,-297.75,0.6703913505103004,0.06373226648063517,0.2936358449293607,-0.795690543274089,1.165960560608356,0.314403558782635,0.3213510724898507,1.0,0.9529204024842298,1.2434609897023796
0583fc131cb71112f68fc833556452df,MADIE EDWARDS,US,29,7.0,49.0,28.0,29.0,19.0,48.0,48.0,28:36.19,8 rep,16:46.11,175.0 lb,03:40.72,CAP+74,05:39.72,-1716.19,8.0,-1006.11,175.0,-220.72,-1249.9999302528336,-339.72,0.6780458021017247,-1.0999717103694828,0.4138808266583854,-0.1634980568371411,0.718593078826931,0.27446242471369386,-1.1527049720551528,1.0,0.9529204024842298,0.9056071729183667
adc6e44ff8a4d6fdcd406d8279d2eb12,MARISA FLOWERS,US,32,58.0,3.0,39.0,48.0,26.0,18.0,49.0,CAP+41,50 rep,CAP+7,160.0 lb,03:51.41,13:36.45,05:41.39,-2339.757618364419,50.0,-11007.2,160.0,-231.41,-816.45,-341.39,0.580337139895988,1.775061644201397,-0.7034133681178297,-1.1117867864925628,0.21359219390154194,0.36153956547543786,-1.2113581432343308,1.0,0.9529204024842298,0.9392021518598929
f01e0c9b62e429d6e2128dca8f74222f,HANNAH HALL,US,22,23.0,29.0,23.0,10.0,53.0,39.0,55.0,CAP+7,24 rep,15:58.27,195.0 lb,04:26.37,CAP+20,05:50.63,-13704.29462184874,24.0,-958.27,195.0,-266.37,-4624.999741935483,-350.63,-1.2004059174657704,-0.004720908628195305,0.41922537952993183,1.1008869160367545,-1.437935489633688,-0.4033956791991917,-1.5358822759861972,1.0,0.9529204024842298,0.515459263149036
61dc5b03a87f51337fd5a1a571384b1c,KELLY CLARK,US,36,36.0,38.0,46.0,18.0,27.0,38.0,22.0,CAP+15,20 rep,CAP+23,185.0 lb,03:55.70,CAP+18,04:51.09,-6395.337490196078,20.0,-3350.017391304348,185.0,-235.7,-5138.888602150537,-291.09,-0.05514371586840408,-0.27853360906351715,0.1520259566994699,0.4686944295998067,0.010930473010062468,-0.5066086415233759,0.555261324018794,1.0,0.9529204024842298,1.0024384334660634
01c236b43962fd6574e8d4c25492e5b8,CLAIRE TRUAX,US,19,40.0,21.0,38.0,16.0,54.0,45.0,23.0,CAP+20,27 rep,CAP+7,190.0 lb,04:26.70,CAP+74,04:54.41,-4796.503117647058,27.0,-11007.2,190.0,-266.7,-1249.9999302528336,-294.41,0.19538239073101976,0.2006386166982961,-0.7034133681178297,0.7847906728182805,-1.4535248527791857,0.27446242471369386,0.43865741484820836,1.0,0.9529204024842298,0.9153480166145845
c814a3c1e4b6bc4ab2f81e1f6def1196,AMY HOSKING,CA,27,17.0,34.0,30.0,31.0,29.0,33.0,53.0,29:58.96,21 rep,16:52.09,175.0 lb,03:56.94,CAP+5,05:49.95,-1798.96,21.0,-1012.09,175.0,-236.94,-18499.998967741933,-349.95,0.6650763249630923,-0.2100804339546867,0.4132127575494421,-0.1634980568371411,-0.047647740021507894,-3.190145661952166,-1.5119995476018604,1.0,0.9529204024842298,0.37505149421925443
2c76f046525790eb04aa473c42137d47,EMILY MUIR,US,27,31.0,47.0,17.0,8.0,49.0,57.0,56.0,CAP+14,11 rep,14:51.21,200.0 lb,04:18.56,CAP+96,05:55.10,-6852.14731092437,11.0,-891.21,200.0,-258.56,-963.5416129032258,-355.1,-0.12672260346823955,-0.8946121850429913,0.42671713779844983,1.4169831592552284,-1.068987228523558,0.3319966773606209,-1.6928760934538216,1.0,0.9529204024842298,0.7232773830450425
c16bda0aab7d70b60ea74357374c1158,SAMANTHA PETRICH,US,33,11.0,46.0,29.0,50.0,40.0,36.0,35.0,29:18.48,12 rep,16:46.61,160.0 lb,04:05.79,CAP+10,05:14.80,-1758.48,12.0,-1006.61,160.0,-245.79,-9249.999483870966,-314.8,0.6714192563944303,-0.8261590099341609,0.4138249680372363,-1.1117867864925628,-0.46572611528714786,-1.3323123401168497,-0.277473220087998,1.0,0.9529204024842298,0.5346042242717937
e93d6e9711cd9b523331d8e8de8a4dd8,NATAYA FLORES,US,24,47.0,11.0,44.0,38.0,41.0,26.0,45.0,CAP+25,39 rep,CAP+19,170.0 lb,04:06.31,14:59.68,05:35.90,-3837.2024941176473,39.0,-4055.284210526316,170.0,-246.31,-899.68,-335.9,0.34569805469067394,1.0220767180042618,0.07323549257156071,-0.479594300055615,-0.49029117236490344,0.3448230815830902,-1.018540233190202,1.0,0.9529204024842298,0.9239786369469251
d1c5d88625602e72f622e11f219af353,MADDISON DRADER,CA,28,25.0,55.0,34.0,24.0,25.0,34.0,47.0,CAP+8,1 rep,CAP+2,180.0 lb,03:50.96,CAP+7,05:39.46,-11991.257794117648,1.0,-38525.200000000004,180.0,-230.96,-13214.284976958525,-339.46,-0.9319850889663878,-1.579143936131296,-3.77764844168,0.1525981863813328,0.23485041637267565,-2.128526620903414,-1.1435733406140813,1.0,0.9529204024842298,-0.3575694297359374
c4c67ec19a77c3e0e13ccac074e88708,ALI THOMASON,US,29,41.0,24.0,57.0,36.0,46.0,43.0,28.0,CAP+22,26 rep,CAP+53,175.0 lb,04:14.57,CAP+69,04:57.76,-4360.457379679145,26.0,-1453.7811320754718,175.0,-254.57,-1340.5796353436185,-297.76,0.2637076925308625,0.13218544158946563,0.36386824232639553,-0.1634980568371411,-0.8804976559461672,0.256269775655377,0.3209998558959637,1.0,0.9529204024842298,0.9947825875149092
92a3ba61daaac5b44fda84a43e00a38a,HOLLYE HENDERSON,US,34,52.0,33.0,51.0,44.0,22.0,30.0,58.0,CAP+29,23 rep,CAP+29,165.0 lb,03:47.06,15:30.69,CAP+10,-3307.933184584179,23.0,-2656.9103448275864,165.0,-227.06,-930.69,-360.0,0.4286308348063453,-0.07317408373702577,0.22945796454931167,-0.795690543274089,0.4190883444558394,0.3385948205533929,-1.8649722244585984,1.0,0.9529204024842298,0.7646254186121121
6ce0236d4441984ab1d136b33821c4f8,JENN RYAN,US,43,37.0,35.0,42.0,56.0,45.0,41.0,33.0,CAP+16,21 rep,CAP+14,155.0 lb,04:13.03,CAP+30,05:10.73,-5995.628897058824,21.0,-5503.6,155.0,-253.03,-3083.3331612903226,-310.73,0.007487810781451736,-0.2100804339546867,-0.0885663534053956,-1.4278830297110368,-0.8077472946005082,-0.09375679222663912,-0.13452806637586676,1.0,0.9529204024842298,0.559338379699561
1b4701753ee99d0e20087084b0d113b6,CARSON WOLFE,US,20,53.0,45.0,55.0,17.0,56.0,35.0,43.0,CAP+29,12 rep,CAP+37,190.0 lb,04:29.75,CAP+8,05:26.97,-3307.933184584179,12.0,-2082.4432432432436,190.0,-269.75,-11562.49935483871,-326.97,0.4286308348063453,-0.8261590099341609,0.2936358449293607,0.7847906728182805,-1.5976083606390963,-1.7967706705756794,-0.704903814848844,1.0,0.9529204024842298,0.4645797591351164
a5f95f797b4eaa837409ae0a36de4e2b,ASHLEY WALDEN,US,31,19.0,52.0,49.0,45.0,48.0,58.0,38.0,CAP+3,6 rep,CAP+26,165.0 lb,04:15.38,CAP+96,05:17.58,-31976.687450980393,6.0,-2963.4769230769234,165.0,-255.38,-963.5416129032258,-317.58,-4.063561421459186,-1.2368780605871437,0.19520919184649702,-0.795690543274089,-0.918762456394209,0.3319966773606209,-0.3751114331886668,1.0,0.9529204024842298,-0.02747931832950956
8837fe12e385fcdb017cf07a7976d174,ALINA WARD,US,25,51.0,50.0,47.0,32.0,30.0,32.0,57.0,CAP+28,7 rep,CAP+24,175.0 lb,03:57.28,CAP+3,05:56.46,-3426.073655462185,7.0,-3210.433333333334,175.0,-237.28,-30833.331612903225,-356.46,0.41011905353052586,-1.1684248854783132,0.16761990272478522,-0.1634980568371411,-0.06370950811080948,-5.667256757732589,-1.7406415502224932,1.0,0.9529204024842298,-0.22219271210520353
214bfc03a26babbf460877c98fbd3022,CARLIE STONE,US,34,45.0,56.0,20.0,53.0,58.0,55.0,50.0,CAP+24,0 rep,15:41.36,160.0 lb,04:48.03,CAP+82,05:42.20,-3997.085931372549,0.0,-941.36,160.0,-288.03,-1128.04871754524,-342.2,0.3206454440307316,-1.6475971112401264,0.4211145180971945,-1.1117867864925628,-2.4611645979109484,0.29895594247025703,-1.2398066873392022,1.0,0.9529204024842298,0.17868621985785027
49f8d74240b3d186b2bc602e0b5f6ee5,DAVIS MERRILL,US,20,49.0,57.0,50.0,39.0,42.0,53.0,41.0,CAP+26,0 rep,CAP+26,170.0 lb,04:07.21,CAP+74,05:25.18,-3689.6177828054297,0.0,-2963.4769230769234,170.0,-247.21,-1249.9999302528336,-325.18,0.3688235414536978,-1.6475971112401264,0.19520919184649702,-0.479594300055615,-0.5328076173071722,0.27446242471369386,-0.6420360445430163,1.0,0.9529204024842298,0.6009861288939382
45e2ceee22fc352adc7e7b0549cd30e1,CARRIE STEVENSON,US,31,48.0,51.0,52.0,51.0,43.0,37.0,51.0,CAP+26,7 rep,CAP+36,160.0 lb,04:09.13,CAP+18,05:44.96,-3689.6177828054297,7.0,-2140.2888888888892,160.0,-249.13,-5138.888602150537,-344.96,0.3688235414536978,-1.1684248854783132,0.2871734889188696,-1.1117867864925628,-0.6235093665173445,-0.5066086415233759,-1.3367424672520969,1.0,0.9529204024842298,0.36848110007121193
a49ab7d4d96cde0db5bdcffbeb077a0c,SAVANNAH AVERITT,US,30,54.0,53.0,45.0,49.0,36.0,50.0,52.0,CAP+30,4 rep,CAP+23,160.0 lb,04:02.07,CAP+74,05:47.53,-3197.668745098039,4.0,-3350.017391304348,160.0,-242.07,-1249.9999302528336,-347.53,0.4459084973304436,-1.3737844108048047,0.1520259566994699,-1.1117867864925628,-0.2899914761924381,0.27446242471369386,-1.427005131881133,1.0,0.9529204024842298,0.4771816986803253
71c016c1a7437ac71c8719a2a9222896,NATALIE JENNINGS,US,33,50.0,58.0,53.0,47.0,55.0,54.0,29.0,CAP+27,0 rep,CAP+36,165.0 lb,04:29.62,CAP+75,04:59.67,-3552.9652723311547,0.0,-2140.2888888888892,165.0,-269.62,-1233.333264516129,-299.67,0.3902360291972382,-1.6475971112401264,0.2871734889188696,-0.795690543274089,-1.5914670963696576,0.2778098721404242,0.25391748646348833,1.0,0.9529204024842298,0.549260706175108
7a87d1fadc734dd6aef426cd6f7b2d1c,HANNA MROCHUK,CA,20,60.0,47.0,58.0,52.0,57.0,29.0,44.0,CAP+53,11 rep,CAP+66,160.0 lb,04:39.55,15:25.81,05:35.76,-1810.0011764705882,11.0,-1167.4303030303033,160.0,-279.55,-925.81,-335.76,0.6633462502280566,-0.8946121850429913,0.39585856727712815,-1.1117867864925628,-2.06056520556602,0.33957495321462877,-1.0136232008757804,1.0,0.9529204024842298,0.42694788716172394
785e218fa5285897fba3b9e0b179a505,ANA MARTINEZ,MX,29,57.0,31.0,59.0,59.0,47.0,51.0,46.0,CAP+40,24 rep,CAP+70,145.0 lb,04:15.15,CAP+74,05:38.24,-2398.251558823529,24.0,-1100.72,145.0,-255.15,-1249.9999302528336,-338.24,0.5711715506301555,-0.004720908628195305,0.4033112583645516,-2.0600755161479847,-0.9078971426867408,0.27446242471369386,-1.1007249161598316,1.0,0.9529204024842298,0.5494242239250366
10c3c73c1b796af04e8d0477fcf7ffc4,AMBER TAKARA,US,28,55.0,39.0,60.0,57.0,50.0,48.0,54.0,CAP+34,20 rep,CAP+75,155.0 lb,04:19.24,CAP+74,05:50.59,-2821.472422145329,20.0,-1027.3386666666668,155.0,-259.24,-1249.9999302528336,-350.59,0.504855816530308,-0.27853360906351715,0.4115092185607175,-1.4278830297110368,-1.1011107647021612,0.27446242471369386,-1.5344774096106473,1.0,0.9529204024842298,0.502752209158138
