hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,trans_7,trans_8,trans_9,trans_10,trans_11,trans_12,zscore_1,zscore_2,zscore_3,zscore_4,zscore_5,zscore_6,zscore_7,zscore_8,zscore_9,zscore_10,zscore_11,zscore_12,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
30f86cd8d7107ab523c380e9fdd70b94,BJÖRGVIN KARL GUÐMUNDSSON,IS,30,5.0,9.0,25.0,6.0,15.0,13.0,12.0,4.0,30.0,10.0,4.0,16.0,7 rep,16:12.76,CAP+5,14:23.84,05:16.12,08:23.20,17:42.06,07:53.52,190 lb,08:10.95,08:02.91,08:21.52,7.0,-972.76,-2604.0,-863.84,-316.12,-503.2,-1062.06,-473.52,190.0,-490.95,-482.91,-501.52,0.28867513459481187,0.4500722166366455,-0.3699234275796947,0.4951655378735522,0.3413810859416756,0.6321049071555142,0.3831256566572715,1.0056456735617911,-4.898826553141744,0.26115357412789564,1.1630565255191387,-0.7154202480847888,1.0,,
526887d795b07cd6b112d2263e257a56,BAYLEY MARTIN,NZ,23,15.0,21.0,3.0,21.0,13.0,12.0,14.0,3.0,12.0,13.0,11.0,15.0,7 rep,17:44.93,04:25.68,17:59.52,05:10.29,08:22.93,17:50.90,07:50.05,623 lb,08:14.53,09:01.30,07:58.90,7.0,-1064.93,-265.68,-1079.52,-310.29,-502.93,-1070.9,-470.05,623.0,-494.53,-541.3,-478.9,0.28867513459481187,0.4156635006437922,0.46494128058047446,0.474783272421908,0.3545680558744091,0.6426059163412002,0.28162527790187974,1.125845127741459,0.2764952527553976,0.1603525180224661,-0.09021216485055299,-0.23622786374088664,1.0,,
74d5cc0b2ebbbc8c30ef8c2790397cf8,JUSTIN MEDEIROS,US,24,29.0,37.0,2.0,7.0,3.0,30.0,15.0,19.0,15.0,6.0,9.0,3.0,7 rep,CAP+8,04:03.63,14:31.17,04:51.88,08:51.24,17:51.20,08:25.82,621 lb,07:56.03,08:57.93,07:00.01,7.0,-1223.73315,-243.63,-871.17,-291.88,-531.24,-1071.2,-505.82,621.0,-476.03,-537.93,-420.01,0.28867513459481187,0.3563794332995319,0.4728139271023072,0.4944728356955081,0.39620992833780944,-0.458444343091364,0.27818069491244396,-0.1132137990616395,0.2525907640445563,0.6812518302991294,-0.017879308427434782,1.0113247230854785,1.0,,
b33d96aec6ee99731fa5bd42100664e6,WILL MOORAD,US,34,24.0,8.0,32.0,28.0,12.0,2.0,9.0,14.0,16.0,8.0,12.0,18.0,7 rep,16:00.90,CAP+9,CAP+3,05:09.43,08:05.63,17:14.82,08:19.73,617 lb,08:07.69,09:01.65,08:34.61,7.0,-960.9,-1446.6666666666667,-10219.933333333332,-309.43,-485.63,-1034.82,-499.73,617.0,-487.69,-541.65,-514.61,0.28867513459481187,0.45449976759330424,0.043286379280516485,-0.3890072083725455,0.35651330358318284,1.3154483567574267,0.6958937920980889,0.09774143896550173,0.2047817866228737,0.3529444799669182,-0.09772447931586248,-0.9927247711202305,1.0,,
f974c9539180338c224de7f64fdf9158,SAMUEL KWANT,US,27,21.0,35.0,30.0,20.0,2.0,23.0,11.0,8.0,23.0,15.0,13.0,2.0,7 rep,CAP+6,CAP+5,17:56.21,04:34.75,08:41.89,17:36.52,08:01.95,591 lb,08:37.29,09:01.71,06:48.70,7.0,-1631.6442,-2604.0,-1076.21,-274.75,-521.89,-1056.52,-481.95,591.0,-517.29,-541.71,-408.7,0.28867513459481187,0.20409891393535104,-0.3699234275796947,0.47509607517897845,0.43495654839745346,-0.09479828425369183,0.4467356225288617,0.7136337430907223,-0.10597656661806318,-0.480494419675742,-0.09901230465277386,1.2509209152574297,1.0,,
5e761ff4dedd9c3b678e318e4fbe2be6,NOAH OHLSEN,US,32,26.0,16.0,12.0,16.0,26.0,4.0,16.0,18.0,21.0,18.0,10.0,9.0,7 rep,17:12.34,05:29.12,16:40.05,05:47.65,08:12.55,17:52.01,08:24.31,605 lb,09:19.22,09:00.31,07:33.93,7.0,-1032.34,-329.12,-1000.05,-347.65,-492.55,-1072.01,-504.31,605.0,-559.22,-540.31,-453.93,0.28867513459481187,0.4278299328257071,0.44229090890949646,0.4822933736619032,0.27006287633977394,1.0463113805909356,0.2688803208409665,-0.06090798470679835,0.06135485435782591,-1.6611056717709054,-0.06896304679153589,0.29274799112503813,1.0,,
f9f48dbb7e7720cefd927538e254652e,SPENCER PANCHIK,US,27,11.0,4.0,13.0,13.0,35.0,22.0,27.0,23.0,7.0,11.0,15.0,14.0,7 rep,15:20.83,05:38.42,15:38.15,CAP+13,08:40.15,19:40.66,08:41.42,635 lb,08:12.80,09:24.18,07:54.90,7.0,-920.83,-338.42,-938.15,-415.48351648351644,-520.15,-1180.66,-521.42,635.0,-492.8,-564.18,-474.9,0.28867513459481187,0.46945861808515227,0.43897047296151265,0.4881430687261502,0.1166291641099774,-0.02712511394593232,-0.9786328184998861,-0.6535917486878151,0.41992218502044537,0.20906364290022866,-0.5813028933256099,-0.15149004157574042,1.0,,
23a50a2dbc1d864b783d23a8f747b42e,COLTEN MERTENS,US,25,23.0,22.0,14.0,11.0,1.0,17.0,23.0,20.0,22.0,19.0,14.0,10.0,7 rep,17:47.74,05:41.72,15:11.23,04:30.60,08:29.18,18:33.79,08:26.38,597 lb,09:28.90,09:05.53,07:42.89,7.0,-1067.74,-341.72,-911.23,-270.6,-509.18,-1113.79,-506.38,597.0,-568.9,-545.53,-462.89,0.28867513459481187,0.41461447718778793,0.4377922537541636,0.4906870718138647,0.44434349955025687,0.3995270000058584,-0.21083527015453044,-0.1326119818687331,-0.03426310048553929,-1.9336627173297203,-0.18100385110271647,0.10293526947511097,1.0,,
d26ef1792c6d329074e36674d31a87a3,NICK MATHEW,US,29,31.0,33.0,8.0,15.0,11.0,25.0,22.0,22.0,3.0,16.0,18.0,17.0,7 rep,CAP+5,04:51.69,16:06.41,05:08.11,08:46.52,18:27.52,08:39.49,644 lb,08:47.31,09:27.70,08:29.84,7.0,-1957.97304,-291.69,-966.41,-308.11,-526.52,-1107.52,-519.49,644.0,-527.31,-567.7,-509.84,0.28867513459481187,0.08227449844400624,0.4556547710098229,0.4854724324981111,0.35949903262455646,-0.2748711454749128,-0.13884348567531168,-0.5867372972276552,0.5274923842192313,-0.7626247498926153,-0.6568553130910054,-0.8916749181882928,1.0,,
6e26ff264682e241d9c5bf995f6f922c,ULDIS UPENIEKS,LV,25,20.0,14.0,18.0,24.0,31.0,9.0,8.0,21.0,27.0,17.0,16.0,19.0,7 rep,16:39.29,06:27.98,CAP+1,CAP+4,08:19.90,17:09.54,08:37.96,562 lb,08:57.54,09:24.25,09:06.00,7.0,-999.29,-387.98,-30659.799999999996,-1350.3214285714287,-499.9,-1029.54,-517.96,562.0,-537.54,-564.25,-546.0,0.28867513459481187,0.44016809126732365,0.42127576268386974,-2.320622509727392,-1.9978956109642354,0.760450574980575,0.7565184527121677,-0.5337386906297042,-0.452591652925262,-1.0506679912218193,-0.5828053562186728,-1.6577048305612152,1.0,,
d58a51bce9ee27e535a527c3ecca22da,MORITZ FIEBIG,DE,28,7.0,5.0,19.0,35.0,18.0,35.0,28.0,29.0,4.0,21.0,21.0,21.0,7 rep,15:25.18,06:29.10,CAP+14,05:23.54,09:06.76,20:57.61,09:08.88,642 lb,,,,7.0,-925.18,-389.1,-2189.985714285714,-323.54,-546.76,-1257.61,-548.88,642.0,,,,0.28867513459481187,0.46783468497710295,0.4208758822256179,0.36984166001685853,0.3245976696636511,-1.062057908135284,-1.8621683552902986,-1.6047954984785096,0.5035878955083899,,,,1.0,,
227c5ace724035b3c890e171999878e1,SAMUEL COURNOYER,CA,27,19.0,7.0,9.0,25.0,27.0,16.0,29.0,30.0,11.0,21.0,21.0,21.0,7 rep,15:47.53,04:57.40,CAP+1,05:54.68,08:27.87,22:23.05,09:41.58,625 lb,,,,7.0,-947.53,-297.4,-30659.799999999996,-354.68,-507.87,-1343.05,-581.58,625.0,,,,0.28867513459481187,0.4594910286633319,0.45361609474498554,-2.320622509727392,0.2541616072785189,0.45047634086974614,-2.8431855906817614,-2.7375108159641512,0.3003997414662389,,,,1.0,,
12e0349cd8fcaa6d394612e02b5188ec,FABIAN BENEITO,ES,27,13.0,38.0,31.0,29.0,17.0,19.0,19.0,13.0,6.0,21.0,21.0,21.0,7 rep,CAP+9,CAP+5,CAP+10,05:22.92,08:31.52,18:11.92,08:15.32,637 lb,,,,7.0,-1087.7628,-2604.0,-3065.9799999999996,-322.92,-511.52,-1091.92,-495.32,637.0,,,,0.28867513459481187,0.4071396064209256,-0.3699234275796947,0.28705814710165084,0.32600005754672057,0.30851825372990743,0.04027482977537558,0.2505021285713641,0.4438266737312867,,,,1.0,,
3ae7ef0bda6ff702df163f8c6cb27b69,HENRIK HAAPALAINEN,FI,28,32.0,24.0,10.0,30.0,30.0,15.0,18.0,9.0,18.0,21.0,21.0,21.0,7 rep,17:57.61,05:12.34,CAP+10,CAP+2,08:23.73,18:10.26,08:01.98,615 lb,,,,7.0,-1077.61,-312.34,-3065.9799999999996,-2700.6428571428573,-503.73,-1090.26,-481.98,615.0,,,,0.28867513459481187,0.4109298289633173,0.448281975060805,0.28705814710165084,-5.05220917496032,0.6114918150502759,0.05933485565025746,0.7125945547260555,0.18087729791203241,,,,1.0,,
1475fc4176f0c930b2c62f80ccd2a21d,JAMES SPRAGUE,US,21,9.0,12.0,23.0,31.0,34.0,24.0,13.0,16.0,26.0,21.0,21.0,21.0,7 rep,16:27.65,CAP+1,CAP+14,CAP+10,08:45.15,17:43.72,08:22.99,572 lb,,,,7.0,-987.65,-13020.0,-2189.985714285714,-540.1285714285714,-525.15,-1063.72,-502.99,572.0,,,,0.28867513459481187,0.44451351227369024,-4.088811689321596,0.36984166001685853,-0.16530747256658423,-0.22158824701420574,0.36406563078238957,-0.015183696661506697,-0.3330692093710555,,,,1.0,,
903523a901d5560f3b2d8c183ee82499,BRONISLAW OLENKOWICZ,PL,34,30.0,18.0,33.0,17.0,5.0,39.0,30.0,24.0,2.0,21.0,21.0,21.0,7 rep,17:19.30,CAP+9,17:12.14,04:54.44,09:45.51,22:39.42,08:46.89,680 lb,,,,7.0,-1039.3,-1446.6666666666667,-1032.14,-294.44,-585.51,-1359.42,-526.89,680.0,,,,0.28867513459481187,0.4252316398528281,0.043286379280516485,0.47926079345816036,0.39041942353029696,-2.569147189414403,-3.0311450024720044,-0.8430704271785332,0.9577731810143746,,,,1.0,,
6ddd9bc9796418f0a8e58508b6d9c2d9,JACK FARLOW,CA,21,38.0,26.0,29.0,2.0,20.0,33.0,26.0,26.0,1.0,21.0,21.0,21.0,6 rep,CAP+1,CAP+5,12:54.31,05:28.59,08:56.08,19:04.43,08:49.12,701 lb,,,,6.0,-9789.8652,-2604.0,-774.31,-328.59,-536.08,-1144.43,-529.12,701.0,,,,-3.4641016151377557,-2.841511473348268,-0.3699234275796947,0.503626332689417,0.3131749941644567,-0.646684655901454,-0.5626420128089604,-0.9203167622853526,1.2087703124782083,,,,1.0,,
4d8061fd75c0089b24dafd8600cd6cdd,LUKE PARKER,US,29,21.0,17.0,20.0,23.0,31.0,26.0,17.0,25.0,14.0,21.0,21.0,21.0,7 rep,17:13.21,06:31.01,CAP+1,CAP+4,08:48.08,18:00.87,08:48.73,622 lb,,,,7.0,-1033.21,-391.01,-30659.799999999996,-1350.3214285714287,-528.08,-1080.87,-528.73,622.0,,,,0.28867513459481187,0.4275051462040972,0.4201939432298492,-2.320622509727392,-1.9978956109642354,-0.33554364299221645,0.16715030321961521,-0.9068073135446988,0.26454300839997696,,,,1.0,,
13e83eb644517bdadaa194b14f15388b,DAVID SHORUNKE,GB,33,28.0,20.0,27.0,5.0,25.0,27.0,24.0,27.0,25.0,21.0,21.0,21.0,7 rep,17:43.72,CAP+5,14:04.63,05:42.01,08:48.28,18:44.34,09:00.15,575 lb,,,,7.0,-1063.72,-2604.0,-844.63,-342.01,-528.28,-1124.34,-540.15,575.0,,,,0.28867513459481187,0.4161152153703991,-0.3699234275796947,0.4969809278926828,0.2828200822438248,-0.3433221683149447,-0.33196977194970695,-1.3023916843607832,-0.2972124763047936,,,,1.0,,
dffeefb59059efe836801a80073cfbf9,ANT HAYNES,CN,33,25.0,26.0,28.0,10.0,35.0,10.0,21.0,28.0,29.0,21.0,21.0,21.0,7 rep,CAP+1,CAP+5,15:02.37,CAP+13,08:21.29,18:17.40,09:01.09,530 lb,,,,7.0,-9789.8652,-2604.0,-902.37,-415.48351648351644,-501.29,-1097.4,-541.09,530.0,,,,0.28867513459481187,-2.841511473348268,-0.3699234275796947,0.4915243625775032,0.1166291641099774,0.7063898239875933,-0.02264621949832796,-1.3349529197869778,-0.8350634722987228,,,,1.0,,
1b309045cc3c5938ffafaf379a879b1f,JAYSON HOPPER,US,25,33.0,11.0,38.0,19.0,14.0,37.0,31.0,31.0,31.0,21.0,21.0,21.0,7 rep,16:26.61,CAP+17,17:42.95,05:10.66,09:39.51,,,,,,,7.0,-986.61,-765.8823529411765,-1062.95,-310.66,-579.51,,,,,,,0.28867513459481187,0.44490176294779854,0.286350971551229,0.47634917625413054,0.35373114697644825,-2.335791429732475,,,,,,,1.0,,
ef2eb1da10347bd121e6f7693247691f,KALYAN SOUZA,BR,22,14.0,36.0,16.0,26.0,39.0,21.0,31.0,31.0,31.0,21.0,21.0,21.0,7 rep,CAP+7,06:09.86,CAP+1,CAP+15,08:37.56,,,,,,,7.0,-1398.5521714285715,-369.86,-30659.799999999996,-360.0857142857143,-517.56,,,,,,,0.28867513459481187,0.2911163535720258,0.4277452572405867,-2.320622509727392,0.2419343359662269,0.07360678898343455,,,,,,,1.0,,
88e6d3e2697fa8d612f29390e1966408,COLE GREASHABER,US,23,34.0,33.0,1.0,38.0,24.0,32.0,31.0,31.0,31.0,21.0,21.0,21.0,7 rep,CAP+5,03:47.89,CAP+15,05:39.70,08:52.72,,,,,,,7.0,-1957.97304,-227.89,-2043.9866666666665,-339.7,-532.72,,,,,,,0.28867513459481187,0.08227449844400624,0.47843367568523887,0.38363891216939316,0.2880451080662287,-0.5160054304795736,,,,,,,1.0,,
aeff8a897279726d19ee6738af336c9f,COLE SAGER,US,32,16.0,26.0,36.0,36.0,23.0,31.0,31.0,31.0,31.0,21.0,21.0,21.0,7 rep,CAP+1,CAP+9,CAP+14,05:36.10,08:51.53,,,,,,,7.0,-9789.8652,-1446.6666666666667,-2189.985714285714,-336.1,-531.53,,,,,,,0.28867513459481187,-2.841511473348268,0.043286379280516485,0.36984166001685853,0.296188005451793,-0.46972320480932245,,,,,,,1.0,,
bafdff069b7a3925c0e9771e31d3fea5,ALEX VIGNEAULT,CA,31,18.0,23.0,34.0,34.0,35.0,34.0,31.0,31.0,31.0,21.0,21.0,21.0,7 rep,17:51.96,CAP+9,CAP+14,CAP+13,09:05.14,,,,,,,7.0,-1071.96,-1446.6666666666667,-2189.985714285714,-415.48351648351644,-545.14,,,,,,,0.28867513459481187,0.4130390754140021,0.043286379280516485,0.36984166001685853,0.1166291641099774,-0.9990518530211633,,,,,,,1.0,,
0ca5bf66985f7cdecc42d323df3860c4,MICHAL WESOLOWSKI,PL,30,12.0,32.0,39.0,39.0,33.0,29.0,31.0,31.0,31.0,21.0,21.0,21.0,7 rep,CAP+4,CAP+31,CAP+28,CAP+5,08:50.12,,,,,,,7.0,-2447.4663,-420.0,-1094.992857142857,-1080.2571428571428,-530.12,,,,,,,0.28867513459481187,-0.10046212479301088,0.4098434660113491,0.47332105116086814,-1.387032898165018,-0.41488460128407056,,,,,,,1.0,,
e1f9f0fed617b77d36ea23fe145599d1,KAIQUE CERVENY,BR,25,37.0,19.0,35.0,37.0,28.0,28.0,31.0,31.0,31.0,21.0,21.0,21.0,6 rep,17:19.66,CAP+9,CAP+15,05:57.00,08:48.52,,,,,,,6.0,-1039.66,-1446.6666666666667,-2043.9866666666665,-357.0,-528.52,,,,,,,-3.4641016151377557,0.4250972453887136,0.043286379280516485,0.38363891216939316,0.2489139622967107,-0.3526563987022222,,,,,,,1.0,,
2bc60522fd42f1437e50871ce6563449,JAKE DOUGLAS,AU,32,39.0,38.0,37.0,33.0,10.0,36.0,31.0,31.0,31.0,21.0,21.0,21.0,6 rep,CAP+9,CAP+10,CAP+14,05:05.72,09:19.90,,,,,,,6.0,-1087.7628,-1302.0,-2189.985714285714,-305.72,-559.9,,,,,,,-3.4641016151377557,0.4071396064209256,0.09493760513804292,0.36984166001685853,0.364905011722195,-1.573107021838706,,,,,,,1.0,,
97e0f3176d93e138c12afcb2197d1259,ARTHUR SEMENOV,RU,30,36.0,31.0,26.0,32.0,38.0,38.0,31.0,31.0,31.0,21.0,21.0,21.0,7 rep,CAP+3,CAP+5,CAP+14,CAP+14,09:45.03,,,,,,,7.0,-3263.2884,-2604.0,-2189.985714285714,-385.8061224489796,-585.03,,,,,,,0.28867513459481187,-0.4050231635213727,-0.3699234275796947,0.36984166001685853,0.1837569347472539,-2.550478728639848,,,,,,,1.0,,
af69868d8d2e778a85d70fa3c16a9c11,JASON SMITH,ZA,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
