"hash","name","cty","age","rank_1","rank_2","rank_3","rank_4","rank_5","rank_6","rank_7","score_1","score_2","score_3","score_4","score_5","score_6","score_7"
"5bea32b89b3b4e00cb87a393e32afa9e","ANNIKA ROBERTS","NZ","35","21","17","14","7","29","20","17","29:39.15","7 rep","16:58.35","185.0 lb","04:27.09","CAP+29","05:26.84"
"11b2a63efb8eefdd9a8fc5b98bc3c0e4","LAKEN MAKHLOUF","AU","32","12","5","15","28","24","24","23","27:43.84","30 rep","16:59.33","145.0 lb","04:09.29","CAP+30","CAP"
"fe9dd01e06a8f9578b08a53f514c706f","TAHLIA JORDAN","AU","28","26","25","20","14","11","9","25","CAP+7","0 rep","CAP+18","175.0 lb","03:44.58","CAP+19","CAP+5"
"3521f09cb94dd4abd1b5ca24aa0f0646","EMILY ATTON","AU","31","10","23","13","18","25","14","28","27:23.48","3 rep","16:49.49","175.0 lb","04:15.65","CAP+29","CAP+7"
"621afd4ef081fbc033c96d6ef52122fa","RACHEL TOOMUA-FAUMUINA","AU","31","28","14","22","22","26","7","23","CAP+12","10 rep","CAP+23","165.0 lb","04:16.23","CAP","CAP"
"343d370bc38be9b5f77c5b23c579293b","ALYS SCOTT","NZ","18","30","12","21","16","22","16","25","CAP+17","14 rep","CAP+18","175.0 lb","04:03.26","CAP+29","CAP+5"
"ff17c50ab8cd6b75b4cf705f42e6bcef","JAY-LEE MANSY","NZ","35","15","28","25","21","20","13","22","28:43.47","0 rep","CAP+37","165.0 lb","03:57.04","CAP+28","05:55.76"
"3b9c678b82211f5790da9df9323d217c","AMBER KOEN","AU","28","27","19","5","23","27","28","28","CAP+8","6 rep","14:30.10","165.0 lb","04:19.74","CAP+51","CAP+7"
"bc5e3456892e2442ed2f59e20f232d4d","BEC GLENISTER","AU","30","13","25","23","29","28","19","21","28:19.70","0 rep","CAP+26","145.0 lb","04:20.24","CAP+29","05:47.40"
"332165803dc7cf4932a995386541f165","ERIKA PALASTY","AU","29","16","25","26","27","17","29","25","28:44.25","0 rep","CAP+39","155.0 lb","03:52.81","CAP+51","CAP+5"
