"hash","name","cty","age","rank_1","rank_2","rank_3","rank_4","rank_5","rank_6","rank_7","score_1","score_2","score_3","score_4","score_5","score_6","score_7"
"c2cdda49afc2910ed58da556c0aa64c5","RACHEL NOEL","US","23","13","27","54","42","9","56","27","29:25.04","25 rep","CAP+37","165.0 lb","03:31.25","CAP+88","04:57.75"
"0583fc131cb71112f68fc833556452df","MADIE EDWARDS","US","29","7","49","28","29","19","48","48","28:36.19","8 rep","16:46.11","175.0 lb","03:40.72","CAP+74","05:39.72"
"adc6e44ff8a4d6fdcd406d8279d2eb12","MARISA FLOWERS","US","32","58","3","39","48","26","18","49","CAP+41","50 rep","CAP+7","160.0 lb","03:51.41","13:36.45","05:41.39"
"f01e0c9b62e429d6e2128dca8f74222f","HANNAH HALL","US","22","23","29","23","10","53","39","55","CAP+7","24 rep","15:58.27","195.0 lb","04:26.37","CAP+20","05:50.63"
"61dc5b03a87f51337fd5a1a571384b1c","KELLY CLARK","US","36","36","38","46","18","27","38","22","CAP+15","20 rep","CAP+23","185.0 lb","03:55.70","CAP+18","04:51.09"
"01c236b43962fd6574e8d4c25492e5b8","CLAIRE TRUAX","US","19","40","21","38","16","54","45","23","CAP+20","27 rep","CAP+7","190.0 lb","04:26.70","CAP+74","04:54.41"
"c814a3c1e4b6bc4ab2f81e1f6def1196","AMY HOSKING","CA","27","17","34","30","31","29","33","53","29:58.96","21 rep","16:52.09","175.0 lb","03:56.94","CAP+5","05:49.95"
"2c76f046525790eb04aa473c42137d47","EMILY MUIR","US","27","31","47","17","8","49","57","56","CAP+14","11 rep","14:51.21","200.0 lb","04:18.56","CAP+96","05:55.10"
"c16bda0aab7d70b60ea74357374c1158","SAMANTHA PETRICH","US","33","11","46","29","50","40","36","35","29:18.48","12 rep","16:46.61","160.0 lb","04:05.79","CAP+10","05:14.80"
"e93d6e9711cd9b523331d8e8de8a4dd8","NATAYA FLORES","US","24","47","11","44","38","41","26","45","CAP+25","39 rep","CAP+19","170.0 lb","04:06.31","14:59.68","05:35.90"
"d1c5d88625602e72f622e11f219af353","MADDISON DRADER","CA","28","25","55","34","24","25","34","47","CAP+8","1 rep","CAP+2","180.0 lb","03:50.96","CAP+7","05:39.46"
"c4c67ec19a77c3e0e13ccac074e88708","ALI THOMASON","US","29","41","24","57","36","46","43","28","CAP+22","26 rep","CAP+53","175.0 lb","04:14.57","CAP+69","04:57.76"
"92a3ba61daaac5b44fda84a43e00a38a","HOLLYE HENDERSON","US","34","52","33","51","44","22","30","58","CAP+29","23 rep","CAP+29","165.0 lb","03:47.06","15:30.69","CAP+10"
"6ce0236d4441984ab1d136b33821c4f8","JENN RYAN","US","43","37","35","42","56","45","41","33","CAP+16","21 rep","CAP+14","155.0 lb","04:13.03","CAP+30","05:10.73"
"1b4701753ee99d0e20087084b0d113b6","CARSON WOLFE","US","20","53","45","55","17","56","35","43","CAP+29","12 rep","CAP+37","190.0 lb","04:29.75","CAP+8","05:26.97"
"a5f95f797b4eaa837409ae0a36de4e2b","ASHLEY WALDEN","US","31","19","52","49","45","48","58","38","CAP+3","6 rep","CAP+26","165.0 lb","04:15.38","CAP+96","05:17.58"
"8837fe12e385fcdb017cf07a7976d174","ALINA WARD","US","25","51","50","47","32","30","32","57","CAP+28","7 rep","CAP+24","175.0 lb","03:57.28","CAP+3","05:56.46"
"214bfc03a26babbf460877c98fbd3022","CARLIE STONE","US","34","45","56","20","53","58","55","50","CAP+24","0 rep","15:41.36","160.0 lb","04:48.03","CAP+82","05:42.20"
"49f8d74240b3d186b2bc602e0b5f6ee5","DAVIS MERRILL","US","20","49","57","50","39","42","53","41","CAP+26","0 rep","CAP+26","170.0 lb","04:07.21","CAP+74","05:25.18"
"45e2ceee22fc352adc7e7b0549cd30e1","CARRIE STEVENSON","US","31","48","51","52","51","43","37","51","CAP+26","7 rep","CAP+36","160.0 lb","04:09.13","CAP+18","05:44.96"
"a49ab7d4d96cde0db5bdcffbeb077a0c","SAVANNAH AVERITT","US","30","54","53","45","49","36","50","52","CAP+30","4 rep","CAP+23","160.0 lb","04:02.07","CAP+74","05:47.53"
"71c016c1a7437ac71c8719a2a9222896","NATALIE JENNINGS","US","33","50","58","53","47","55","54","29","CAP+27","0 rep","CAP+36","165.0 lb","04:29.62","CAP+75","04:59.67"
"7a87d1fadc734dd6aef426cd6f7b2d1c","HANNA MROCHUK","CA","20","60","47","58","52","57","29","44","CAP+53","11 rep","CAP+66","160.0 lb","04:39.55","15:25.81","05:35.76"
"785e218fa5285897fba3b9e0b179a505","ANA MARTINEZ","MX","29","57","31","59","59","47","51","46","CAP+40","24 rep","CAP+70","145.0 lb","04:15.15","CAP+74","05:38.24"
"10c3c73c1b796af04e8d0477fcf7ffc4","AMBER TAKARA","US","28","55","39","60","57","50","48","54","CAP+34","20 rep","CAP+75","155.0 lb","04:19.24","CAP+74","05:50.59"
