hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,score_1,score_2,score_3,score_4,score_5,score_6,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6,zscore_1,zscore_2,zscore_3,zscore_4,zscore_5,zscore_6,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
0aa4a7fec24d1814c15f4ee039c2fc19,JOSÉ CARLOS (PEPÓN) GARCÍA ANASTASIO,ES,,24,12,12,4,6,15,1210,CAP +133,205,230,02:43,CAP +1704,1210.0,133.0,205.0,230.0,-163.0,-1738.9489436619717,-0.7957996879147246,-0.18881827263633763,0.2390647887291999,0.7004622630537006,1.082162509357533,-0.6578031460812592,0.9309493362512627,0.8030407263058932,0.861887345636788
180b5a7e3affeb206f905d9516715160,MAXIME LAUZON,CA,,15,10,1,27,26,7,1316,CAP +234,320,0,CAP +47,CAP +2080,1316.0,234.0,320.0,0.0,-301.27659574468083,-1424.600480769231,-0.14051915612715957,0.8821035069382245,1.3665154485088649,-4.286161942971452,-1.6002261273253742,0.3233356510231205,0.9309493362512627,0.8030407263058932,0.2669764182516383
075f29e403fbff08862393e291aba8e0,DAVID  AGUILAR ,MX,,11,12,22,18,13,9,1418,CAP +133,2,185,03:43,CAP +1983,1418.0,133.0,2.0,185.0,-223.0,-1494.285930408472,0.4900338084231388,-0.18881827263633763,-1.7511307237514262,-0.27518160334252484,-0.0817605488738563,0.10583467263261426,0.9309493362512627,0.8030407263058932,0.5391130724221386
7ed13c198c6f02509407606ae4b9f5db,FRÉDÉRIC ROGER,CH,,8,12,15,18,15,17,1421,CAP +133,199,185,03:52,CAP +1703,1421.0,133.0,199.0,185.0,-232.0,-1739.9700528479154,0.5085794838510888,-0.18881827263633763,0.18024127604504347,-0.27518160334252484,-0.2563490076085647,-0.6609902137996431,0.9309493362512627,0.8030407263058932,0.6955908118677238
f0d4674aaf49de35fd01b95668540fc0,ZANE PFRIMMER,CA,,8,12,17,21,18,14,1421,CAP +133,145,175,CAP +58,CAP +1705,1421.0,133.0,145.0,175.0,-244.13793103448273,-1737.9290322580644,0.5085794838510888,-0.18881827263633763,-0.3491703381123645,-0.491991351430575,-0.4918093044461786,-0.6546198168587328,0.9309493362512627,0.8030407263058932,0.5442632498461193
0379ba6526c9f02a885a1bba06c443ef,ZOLTÁN SZEPCSIK,HU,,25,11,13,6,24,17,1112,CAP +200,204,225,CAP +50,CAP +1703,1112.0,200.0,204.0,225.0,-283.2,-1739.9700528479154,-1.4016250852277563,0.5215951851012431,0.22926086994850717,0.5920573890096756,-1.2495633506326833,-0.6609902137996431,0.9309493362512627,0.8030407263058932,0.4974930369631202
86ee3dfadb0cf5da2c79771e543c2a96,ANDRÉ NETZ,DE,,23,19,24,8,9,17,1211,CAP +130,0,215,03:07,CAP +1703,1211.0,130.0,0.0,215.0,-187.0,-1739.9700528479154,-0.7896177961054079,-0.22062783044548304,-1.7707385613128117,0.3752476409216255,0.6165932860649773,-0.6609902137996431,0.9309493362512627,0.8030407263058932,0.42288237097634096
c04f6dcef17eeea14335e8092deff653,KENNETH GRANÅS JOHANSEN,NO,,10,17,19,21,17,15,1420,CAP +131,142,175,CAP +59,CAP +1704,1420.0,131.0,142.0,175.0,-240.0,-1738.9489436619717,0.5023975920417721,-0.21002464450910124,-0.3785820944544427,-0.491991351430575,-0.41153874870608326,-0.6578031460812592,0.9309493362512627,0.8030407263058932,0.547410976749358
c9c3cd54308f04a09c8d0f3d1e3ee06f,SEBASTIAN ARNOLD,DE,,18,17,21,13,15,17,1217,CAP +131,129,205,03:52,CAP +1703,1217.0,131.0,129.0,205.0,-232.0,-1739.9700528479154,-0.752526445249508,-0.21002464450910124,-0.5060330386034483,0.15843789283357537,-0.2563490076085647,-0.6609902137996431,0.9309493362512627,0.8030407263058932,0.45742804169846785
75e174f5f1ea42162c8722885270c955,EDUARDO MARTON,BR,,19,22,14,13,21,24,1214,CAP +4,201,205,CAP +54,CAP +1689,1214.0,4.0,201.0,205.0,-262.22222222222223,-1754.392539964476,-0.7710721206774579,-1.5566292584295902,0.19984911360642893,0.15843789283357537,-0.8426213628658572,-0.7060054224969544,0.9309493362512627,0.8030407263058932,0.2571877128104735
98662645acdd781b8af0e2a6d82406ee,GONZALO CABEZA,ES,,19,25,16,18,23,17,1214,CAP +3,195,185,CAP +51,CAP +1703,1214.0,3.0,195.0,185.0,-277.64705882352945,-1739.9700528479154,-0.7710721206774579,-1.567232444365972,0.1410256009222725,-0.27518160334252484,-1.1418434126944068,-0.6609902137996431,0.9309493362512627,0.8030407263058932,0.13969367761525509
94b4c734307c2019b5f2415476eea04f,NIKOLAOS ANTONIADIS,GR,,26,22,19,21,21,17,1016,CAP +4,142,175,CAP +54,CAP +1703,1016.0,4.0,142.0,175.0,-262.22222222222223,-1739.9700528479154,-1.9950866989221547,-1.5566292584295902,-0.3785820944544427,-0.491991351430575,-0.8426213628658572,-0.6609902137996431,0.9309493362512627,0.8030407263058932,-0.11641153768255996
24b5cdc0abd22e2e96193acb9a40c2ae,HUGO CLAUDEPIERRE,FR,,19,21,23,17,26,25,1214,CAP +29,1,190,CAP +47,CAP +1683,1214.0,29.0,1.0,190.0,-301.27659574468083,-1760.6470588235295,-0.7710721206774579,-1.2915496100200452,-1.760934642532119,-0.1667767292984998,-1.6002261273253742,-0.725526914835004,0.9309493362512627,0.8030407263058932,-0.17695197437803278
8d38f378bc737108fd4862a0dc67dfc9,PATRICK CROCOLL,DE,,16,22,24,25,20,26,1314,CAP +4,0,165,CAP +55,CAP +1678,1314.0,4.0,0.0,165.0,-257.45454545454544,-1765.8933253873658,-0.15288293974579287,-1.5566292584295902,-1.7707385613128117,-0.7088010995186251,-0.7501345474643053,-0.7419014681519313,0.9309493362512627,0.8030407263058932,-0.07842677137167875
d96826788f13fcd6cae6b5a6a1912745,JOSE ZAYAS,PR,,27,26,24,21,25,23,1006,CAP +2,0,175,CAP +49,CAP +1696,1006.0,2.0,0.0,175.0,-288.9795918367347,-1747.151533018868,-2.0569056170153215,-1.5778356303023537,-1.7707385613128117,-0.491991351430575,-1.3616800207317072,-0.6834049211963878,0.9309493362512627,0.8030407263058932,-0.4293121622416438
